organisationid,organisationcode,organisationtype,subtype,sector,organisationstatus,ispimsmanaged,organisationname,parentodscode,parentname,phone,email,website,fax
43943,RYYC7,Hospital,Hospital,NHS Sector,Visible,TRUE,Sheppey Community Hospital,RYY,Kent Community Health NHS Foundation Trust,01795 879100,,http://www.kentcht.nhs.uk,",,,"
43944,RYYC8,Hospital,Hospital,NHS Sector,Visible,TRUE,Sittingbourne Memorial Hospital,RYY,Kent Community Health NHS Foundation Trust,01795 418300,,http://www.kentcht.nhs.uk,",,,"
43952,RYYCH,Hospital,Hospital,NHS Sector,Visible,TRUE,"Victoria Hospital, Deal",RYY,Kent Community Health NHS Foundation Trust,01304 865400,,http://www.kentcht.nhs.uk,",,"
43956,RYYCM,Hospital,Hospital,NHS Sector,Visible,TRUE,Whitstable and Tankerton Hospital,RYY,Kent Community Health NHS Foundation Trust,01227 594400,,http://www.kentcht.nhs.uk,",,,"
43962,RYYCW,Hospital,Hospital,NHS Sector,Visible,TRUE,"Royal Victoria Hospital, Folkestone",RYY,Kent Community Health NHS Foundation Trust,01303 850202,,,",,"
43966,RYYD4,Hospital,Hospital,NHS Sector,Visible,TRUE,Edenbridge War Memorial Hospital,RYY,Kent Community Health NHS Foundation Trust,01732 863164,,http://www.kentcht.nhs.uk,",,,"
43967,RYYD6,Hospital,Hospital,NHS Sector,Visible,TRUE,Hawkhurst Hospital,RYY,Kent Community Health NHS Foundation Trust,01580 753345,,http://www.kentcht.nhs.uk,",,,"
43969,RYYD9,Hospital,Hospital,NHS Sector,Visible,TRUE,Sevenoaks Hospital,RYY,Kent Community Health NHS Foundation Trust,01732 470200,,http://www.kentcht.nhs.uk,",,,"
43970,RYYDC,Hospital,Hospital,NHS Sector,Visible,TRUE,Tonbridge Cottage Hospital,RYY,Kent Community Health NHS Foundation Trust,01732 353653,,http://www.kentcht.nhs.uk,",,,"
43971,RYYDN,Hospital,Hospital,NHS Sector,Visible,TRUE,Gravesham Community Hospital,RYY,Kent Community Health NHS Foundation Trust,01474 360500,,http://www.virgincare.co.uk/,",,,"
44072,TAD17,Hospital,Hospital,NHS Sector,Visible,TRUE,Lynfield Mount Hospital,TAD,Bradford District NHS Foundation Trust,01274 494194,,http://www.bdct.nhs.uk,"01274 483494,,,"
44186,TAJ07,Hospital,Hospital,NHS Sector,Visible,TRUE,Edward Street Hospital,TAJ,Black Country Healthcare NHS Foundation Trust,0845 1461800,,http://www.bcpft.nhs.uk,"0121 6128090,,,"
44188,TAJ11,Hospital,Hospital,NHS Sector,Visible,TRUE,Heath Lane Hospital,TAJ,Black Country Healthcare NHS Foundation Trust,0845 146 1800,,,",,,"
44189,TAJ20,Hospital,Hospital,NHS Sector,Visible,TRUE,Hallam Street Hospital,TAJ,Black Country Healthcare NHS Foundation Trust,0121 612 8628,communications.team@bcpft.nhs.uk,http://www.bcpft.nhs.uk,"0121 6128090,,,"
45362,RBTPP,Hospital,Hospital,NHS Sector,Visible,TRUE,Elmhurst Intermediate Care Centre,RBT,Mid Cheshire Hospitals NHS Foundation Trust,01606 597630,,http://www.mcht.nhs.uk,",,,"
45365,RX1AA,Hospital,Hospital,NHS Sector,Visible,TRUE,Nottingham University Hospitals NHS Trust - Ropewalk House,RX1,Nottingham University Hospitals NHS Trust,0115 924 9924 (ext. 61111),,,",,,"
45407,RX3BB,Hospital,Hospital,NHS Sector,Visible,TRUE,"Lanchester Road Hospital, Durham",RX3,"Tees, Esk and Wear Valleys NHS Foundation Trust",0191 441 5700,,http://www.tewv.nhs.uk/lanchesterroad,"0191 441 5701,"
45473,RTQ90,Hospital,Hospital,NHS Sector,Visible,TRUE,Ambrose House,RTQ,Gloucestershire Health and Care NHS Foundation Trust,0800 019 3346,,https://www.2gether.nhs.uk/learning-disabilities/,",,"
45485,RATGM,Hospital,Hospital,NHS Sector,Visible,TRUE,Goodmayes Hospital,RAT,North East London NHS Foundation Trust,020 8215 9200,,http://www.nelft.nhs.uk/,",,,"
45488,RDRAA,Hospital,Hospital,NHS Sector,Visible,TRUE,Arundel & District Hospital,RDR,Sussex Community NHS Foundation Trust,01903 882543,,http://www.sussexcommunity.nhs.uk/services,",,,"
45492,RV915,Hospital,Hospital,NHS Sector,Visible,TRUE,Townend Court,RV9,Humber Teaching NHS Foundation Trust,01482 336740,hnf-tr.contactus@nhs.net,http://www.humber.nhs.uk,",,,"
45548,RNNDD,Hospital,Hospital,NHS Sector,Visible,TRUE,Brampton War Memorial Hospital,RNN,North Cumbria Integrated Care NHS Foundation Trust,01228 608345,,https://www.cumbriapartnership.nhs.uk/where-we-work/brampton-war-memorial-hospital,",,,"
45555,RNNWT,Hospital,Hospital,NHS Sector,Visible,TRUE,Wigton Community Hospital,RNN,North Cumbria Integrated Care NHS Foundation Trust,016973 66600,,http://www.cumbriapartnership.nhs.uk,"016973 66601,,,"
45556,RNNYY,Hospital,Hospital,NHS Sector,Visible,TRUE,Workington Community Hospital,RNN,North Cumbria Integrated Care NHS Foundation Trust,01900 705000,,http://www.cumbriapartnership.nhs.uk,",,,"
45629,RX4W4,Hospital,Hospital,NHS Sector,Visible,TRUE,Walkergate Park,RX4,Cumbria Northumberland Tyne and Wear NHS Foundation Trust,0191 2875000,,http://www.cntw.nhs.uk,",,,"
45964,NDJZZ,Hospital,Hospital,Independent Sector,Visible,TRUE,Caterham Dene Community Hospital,NDJ,First Community Health and Care,01883 837500,,http://www.firstcommunityhealthcare.co.uk/,",,,"
46506,RNUFF,Hospital,Hospital,NHS Sector,Visible,TRUE,Townlands Memorial Hospital - Oxford Health NHS Foundation Trust ,RNU,Oxford Health NHS Foundation Trust,01865 903709,,http://www.royalberkshire.nhs.uk/how-to-find-us/townlands-hospital-in-henley.htm,",,,"
46583,RWK46,Hospital,Hospital,NHS Sector,Visible,TRUE,Newham Centre for Mental Health,RWK,East London NHS Foundation Trust,020 7540 4380,,,",,,"
46584,RWK60,Hospital,Hospital,NHS Sector,Visible,TRUE,The John Howard Centre,RWK,East London NHS Foundation Trust,020 8510 2003,,,",,,"
46586,RWK89,Hospital,Hospital,NHS Sector,Visible,TRUE,East Ham Care Centre,RWK,East London NHS Foundation Trust,020 8475 2001,,,",,,"
46607,RWXX1,Hospital,Hospital,NHS Sector,Visible,TRUE,Wokingham Hospital,RWX,Berkshire Healthcare NHS Foundation Trust,0118 949 5000,,https://www.berkshirehealthcare.nhs.uk/our-sites/bracknell-wokingham/wokingham-hospital/,",,,"
46615,RQYCC,Hospital,Hospital,NHS Sector,Visible,TRUE,Richmond Royal Hospital,RQY,South West London and St George's Mental Health NHS Trust,020 3513 3200,,,",,,"
46651,RAEPP,Hospital,Hospital,NHS Sector,Visible,TRUE,Westwood Park Diagnostic Treatment Centre,RAE,Bradford Teaching Hospitals NHS Foundation Trust,01274 425990,,,",,,"
46715,NT9QQ,Hospital,Hospital,Independent Sector,Visible,TRUE,Turner Diagnostic Centre,NT9,Alliance Medical,01206 744 222,colchester@alliance.co.uk,https://www.alliancemedical.co.uk,"01206 744 224,,,"
58425,NCE02,Hospital,Hospital,NHS Sector,Visible,FALSE,Trafford Health Centre,NCE,Mastercall Healthcare,,,,",,,"
58580,NNF16,Hospital,Hospital,NHS Sector,Visible,TRUE,Bridlington Hospital - City Health Care Partnership Cic,NNF,City Health Care Partnership Cic,00000 000000,,,",,,"
58612,NMJ01,Hospital,Hospital,NHS Sector,Visible,TRUE,Cygnet Hospital Godden Green,NMJ,Cygnet Health Care Limited,01732 763 491,hayleymason@cygnethealth.co.uk,http://www.cygnethealth.co.uk/locations/godden-green/index.html,"01732 763 460,,,"
58613,NMJ02,Hospital,Hospital,NHS Sector,Visible,TRUE,Cygnet Hospital Bierley,NMJ,Cygnet Health Care Limited,01274 686 767,jennymcvinnie@cygnethealth.co.uk,http://www.cygnethealth.co.uk/locations/bierley/,"01274 686 660,,,"
58614,NMJ03,Hospital,Hospital,NHS Sector,Visible,TRUE,Cygnet Hospital Kewstoke,NMJ,Cygnet Health Care Limited,01934 428989,lornamatthews@cygnethealth.co.uk,www.cygnethealth.co.uk/locations/kewstoke/,"01934 428980,,,"
58618,NNH02,Hospital,Hospital,NHS Sector,Visible,TRUE,Optegra Eye Hospital Yorkshire,NNH,Optegra UK,0808 301 2823,icare.yorkshire@optegra.com,https://www.optegra.com,"0207 0221651,,,"
58619,NNH03,Hospital,Hospital,NHS Sector,Visible,TRUE,Optegra Eye Hospital Surrey,NNH,Optegra UK,01483 903 001,icare.surrey@optegra.com,https://www.optegra.com,"01483 903 099,,,"
58620,NNH04,Hospital,Hospital,NHS Sector,Visible,TRUE,Optegra Eye Hospital Manchester,NNH,Optegra UK,0161 240 0700,icare.manchester@optegra.com,https://www.optegra.com,"0161 240 0799,,,"
58622,NNH06,Hospital,Hospital,NHS Sector,Visible,TRUE,Optegra Eye Hospital Hampshire ,NNH,Optegra UK,01329 316 700,icare.hampshire@optegra.com,https://www.optegra.com,"01329 316 799,,,"
58803,NT822,Hospital,Hospital,NHS Sector,Visible,TRUE,Nightingale Hospital,NT8,Capio UK,020 7535 7700,info@nightingalehospital.co.uk,http://www.nightingalehospital.co.uk,"020 7724 5976,,,"
58911,NTT09,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,St Augustine's Independent Hospital,NTT,Cambian Healthcare Limited,,,,",,,"
59010,NVD03,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,St Barnabas Hospital,NVD,Peninsula Plastic Surgery Ltd,,,,",,,"
59039,NAX03,Hospital,Hospital,NHS Sector,Visible,TRUE,Ecch Beccles Hospital,NAX,East Coast Community Healthcare C.I.C,01502 719820,,http://www.ecch.org,",,,"
59066,NBI02,Hospital,Hospital,NHS Sector,Visible,FALSE,Lakeside Medical Diagnostics - Billericay Community Hospital,NBI,Lakeside Medical Diagnostics,,,,",,,"
59350,NCK02,Hospital,Hospital,NHS Sector,Visible,TRUE,St Catherine's Hospital,NCK,E-Logica Ltd,0151 514 2888,,,",,,"
59503,NLR02,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Berkeley Hospital,NLR,Gloucestershire Care Services Cic,,,,",,,"
59570,NMF01,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Brackley Cottage Hospital,NMF,Brackley Hospital,,,,",,,"
59588,NMQ01,Hospital,UNKNOWN,NHS Sector,Visible,FALSE,Ashwood Court Independent Hospital,NMQ,Making Space,,,,",,,"
59646,NMW01,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Abbey Sefton Hospital,NMW,Abbey Sefton Hospital (University Hospital Aintree),0151 330 6551,,,",,,"
59654,NN101,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Royal Hospital For Neuro-Disability (West Hill),NN1,The Royal Hospital For Neuro-Disability,,,,",,,"
59676,NQT95,Hospital,UNKNOWN,NHS Sector,Visible,TRUE,Haslemere Hospital ,NQT,Virgin Care Ltd,01483 782300,,,",,,"
59909,R1C03,Hospital,Hospital,Independent Sector,Visible,TRUE,Western Community Hospital,R1C,Solent NHS Trust,02380540666,,https://www.southernhealth.nhs.uk/locations/western-community-hospital/,",,,"
59938,R1CA7,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Leigh House Hospital,R1C,Solent NHS Trust,,,,",,,"
59953,R1CF2,Hospital,Hospital,Independent Sector,Visible,TRUE,St James,R1C,Solent NHS Trust,,,,",,,"
59962,R1CG1,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Chase Community Hospital,R1C,Solent NHS Trust,,,,",,,"
59970,R1CM8,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Elmleigh Hospital,R1C,Solent NHS Trust,,,,",,,"
60121,R1E75,Hospital,Hospital,Independent Sector,Visible,TRUE,Longton Hospital,RRE,Midlands Partnership NHS Foundation Trust,03001230975,,http://www.staffordshireandstokeontrent.nhs.uk,",,,"
60240,NQG01,Hospital,Hospital,Independent Sector,Visible,TRUE,Burrswood Health and Wellbeing,NQG,Burrswood Health and Wellbeing,01892 863637,enquiries@burrswood.org.uk,http://www.burrswood.org.uk,",,,"
60338,R1F01,Hospital,Hospital,NHS Sector,Visible,TRUE,St Mary's Hospital,R1F,Isle Of Wight NHS Trust,0300 300 2016,,https://www.iow.nhs.uk,",,,"
60374,RA212,Hospital,Hospital,Independent Sector,Visible,TRUE,Cranleigh Village Hospital,RA2,Royal Surrey NHS Foundation Trust,01483782400,,,",,,"
60502,RAX58,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,New Victoria Hospital,RAX,Kingston Hospital NHS Foundation Trust,020 8949 9000,,https://www.newvictoria.co.uk/,",,,"
60504,RAX60,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Ravenscourt Park Hospital,RAX,Kingston Hospital NHS Foundation Trust,02088467777,,,",,,"
60526,RAE5H,Hospital,Hospital,Independent Sector,Visible,TRUE,Westbourne Green Community Hospital,RAE,Bradford Teaching Hospitals NHS Foundation Trust,01274322093,,,",,,"
60676,RCB62,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Private Hospital (Nhs Provided Beds),RCB,York Teaching Hospital NHS Foundation Trust,,,,",,,"
60868,RDR2F,Hospital,Hospital,Independent Sector,Visible,FALSE,Midhurst Community Hospital,RDR,Sussex Community NHS Foundation Trust,,,,",,,"
60874,RDR3L,Hospital,Hospital,Independent Sector,Visible,TRUE,Horsham Hospital,RDR,Sussex Community NHS Foundation Trust,01403 227000,,http://www.sussexcommunity.nhs.uk/services/locations/horsham_hospital.htm,",,,"
60940,RDYFT,Hospital,Hospital,Independent Sector,Visible,TRUE,Maiden Castle House,RDY,Dorset Healthcare University NHS Foundation Trust,,,,",,,"
61033,RF4CH,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Chadwell Heath Hospital,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",,,,",,"
61037,RDZ11,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Boscombe Community Hospital,RDZ,The Royal Bournemouth and Christchurch Hospitals NHS Foundation Trust,,,,",,,"
61046,RF4PH,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Private Hospitals,RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",,,,",,"
61047,RF4VH,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Victoria Hospital (Romford),RF4,"Barking, Havering and Redbridge University Hospitals NHS Trust",0300 555 1045,,,",,"
61351,RH5F4,Hospital,Hospital,Independent Sector,Visible,TRUE,Burnham On Sea War Memorial Hospital,RH5,Somerset Partnership NHS Foundation Trust,01278 773100,,http://www.sompar.nhs.uk/our_services/adult_services/hospitals/burnham_hospital,",,,"
61394,RH836,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Crediton Hospital,RH8,Royal Devon and Exeter NHS Foundation Trust,01363 775588,,,",,,"
61422,RJ842,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Falmouth Hospital,RJ8,Cornwall Partnership NHS Foundation Trust,01326 430000,,https://www.cornwallft.nhs.uk/falmouth-community,",,,"
61470,RJC56,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Bramcote Hospital,RJC,South Warwickshire NHS Foundation Trust,,,,",,,"
61506,RJ129,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Dulwich Community Hospital,RJ1,Guy's and St Thomas' NHS Foundation Trust,,,,",,,"
61530,RHQPH,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Sheffield Teaching Hospitals,RHQ,Sheffield Teaching Hospitals NHS Foundation Trust,0114 271 1900,,,",,,"
61619,RL4CD,Hospital,Hospital,Independent Sector,Visible,TRUE,West Park Hospital,RL4,The Royal Wolverhampton NHS Trust,01902 444000,,http://www.wolvespct.nhs.uk/Services/Service_pages/West_Park.asp,",,,"
61718,RMP03,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Shirehill Hospital,RMP,Tameside Hospital NHS Foundation Trust,,,,",,,"
61862,RK935,Hospital,Hospital,Independent Sector,Visible,TRUE,South Hams Hospital,RK9,University Hospitals Plymouth NHS Trust,01548 852349,,,",,,"
61908,RNNCJ,Hospital,Hospital,Independent Sector,Visible,TRUE,Keswick (Mary Hewetson) Community Hospital,RNN,North Cumbria Integrated Care NHS Foundation Trust,01768 245678,,https://www.ncic.nhs.uk/,",,,"
61913,RNNCA,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Maryport Victoria Cottage Hospital,RNN,North Cumbria Integrated Care NHS Foundation Trust,01946 853333 (ext. 4),,https://www.ncic.nhs.uk/,",,,"
61929,RNNRJ,Hospital,UNKNOWN,Independent Sector,Visible,TRUE,Alston (Ruth Lancaster James) Community Hospital,RNN,North Cumbria Integrated Care NHS Foundation Trust,01434 381218,,https://www.ncic.nhs.uk/,",,,"
61939,RN7C1,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Kent And Sussex Hospital,RN7,Dartford and Gravesham NHS Trust,,,,",,,"
61946,RN502,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Lord Mayor Treloar Hospital,RN5,Hampshire Hospitals NHS Foundation Trust,,,,",,,"
61968,RNU75,Hospital,Hospital,Independent Sector,Visible,TRUE,The Fulbrook Centre,RNU,Oxford Health NHS Foundation Trust,01865 902400,,,",,,"
61977,RNUCK,Hospital,Hospital,Independent Sector,Visible,TRUE,Didcot Community Hospital,RNU,Oxford Health NHS Foundation Trust,01865 904423,enquiries@oxfordhealth.nhs.uk,http://www.oxfordhealth.nhs.uk,",,,"
61991,RNUDJ,Hospital,Hospital,Independent Sector,Visible,FALSE,Wallingford Community Hospital,RNU,Oxford Health NHS Foundation Trust,,,,",,,"
61992,RNUDK,Hospital,Hospital,Independent Sector,Visible,TRUE,Wantage Community Hospital,RNU,Oxford Health NHS Foundation Trust,,,,",,,"
62025,RP1F9,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Redcliffe Day Hospital,RP1,Northamptonshire Healthcare NHS Foundation Trust,,,,",,,"
62043,RP701,Hospital,Hospital,Independent Sector,Visible,TRUE,Rochford Unit,RP7,Lincolnshire Partnership NHS Foundation Trust,01205 446552,,,",,,"
62085,RP7CG,Hospital,Hospital,Independent Sector,Visible,TRUE,Witham Court - Brant Ward & Langworth Ward,RP7,Lincolnshire Partnership NHS Foundation Trust,01522 500690,,,",,,"
62089,RP7DC,Hospital,Hospital,Independent Sector,Visible,TRUE,Maple Lodge,RP7,Lincolnshire Partnership NHS Foundation Trust,01205 354900,,,",,,"
62140,RP408,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,St Johns Hospital,RP4,Great Ormond Street Hospital for Children NHS Foundation Trust,,,,",,,"
62173,NVM02,Hospital,Hospital,NHS Sector,Visible,TRUE,Epsom Day Surgery Limited,NVM,Epsomedical Group,01932 588400,enquires@epsomedical.co.uk,http://www.epsomedical.co.uk/,",,,"
62380,NYW01,Hospital,Hospital,NHS Sector,Visible,TRUE,Aspen - The Holly Private Hospital,NYW,Aspen Healthcare Limited,020 8505 3311,,http://www.theholly.com,",,,"
62381,NYW02,Hospital,Hospital,Independent Sector,Visible,TRUE,Aspen - Parkside Hospital,NYW,Aspen Healthcare Limited,02089718000,,,",,,"
62382,NYW03,Hospital,Hospital,NHS Sector,Visible,TRUE,Highgate Private Hospital,NYW,Aspen Healthcare Limited,020 8341 4182,enquiries@highgatehospital.co.uk,http://www.highgatehospital.co.uk,",,,"
62396,NW601,Hospital,Hospital,NHS Sector,Visible,FALSE,The Princess Grace Hospital,NW6,Hca International,,,,",,,"
62397,NW603,Hospital,Hospital,NHS Sector,Visible,TRUE,Lister Hospital,NW6,Hca International,020 7730 7733,,,",,,"
62398,NW604,Hospital,Hospital,NHS Sector,Visible,FALSE,The Portland Hospital For Women & Children,NW6,Hca International,,,,",,,"
62401,NW608,Hospital,Hospital,NHS Sector,Visible,FALSE,The Harley Street Clinic (Weymouth St),NW6,Hca International,,,,",,,"
62493,RPGCR,Hospital,Hospital,Independent Sector,Visible,FALSE,Bridgeways Day Hospital,RPG,Oxleas NHS Foundation Trust,,,,",,,"
62824,RRERS,Hospital,Hospital,Independent Sector,Visible,TRUE,The Redwoods Centre,RRE,Midlands Partnership NHS Foundation Trust,0300 790 7000,,http://www.sssft.nhs.uk,",,,"
63030,RT2C2,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Watergrove Day Hospital,RT2,Pennine Care NHS Foundation Trust,,,,",,,"
63171,RTDAR,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Morpeth Cottage Hospital,RTD,The Newcastle Upon Tyne Hospitals NHS Foundation Trust,,,,",,,"
63219,RTH45,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Faringdon Day Hospital,RTH,Oxford University Hospitals NHS Foundation Trust,,,,",,,"
63497,RV3FG,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Northwood & Pinner Community Hospital,RV3,Central and North West London NHS Foundation Trust,,,,",,,"
63570,RV929,Hospital,Hospital,NHS Sector,Visible,TRUE,Granville Court,RV9,Humber Teaching NHS Foundation Trust,01964 561322,hnf-tr.contactus@nhs.net,http://www.humber.nhs.uk,",,,"
63637,RVN6V,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Melksham Community Hospital,RVN,Avon and Wiltshire Mental Health Partnership NHS Trust,,,,",,,"
63638,RVN6W,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Westbury Hospital,RVN,Avon and Wiltshire Mental Health Partnership NHS Trust,,,,",,,"
63729,RW194,Hospital,Hospital,Independent Sector,Visible,TRUE,Alton Community Hospital,RW1,Southern Health NHS Foundation Trust,030 0003 2196,,,",,,"
63764,RVRA1,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Surbiton Hospital,RVR,Epsom and St Helier University Hospitals NHS Trust,,,,",,,"
63911,RWK62,Hospital,Hospital,Independent Sector,Visible,TRUE,City And Hackney Centre For Mental Health,RWK,East London NHS Foundation Trust,020 8510 8117,,,",,,"
64210,RWW06,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Stretford Memorial Hospital,RWW,Warrington and Halton Hospitals NHS Foundation Trust,,,,",,,"
64322,RWY11,Hospital,Hospital,Independent Sector,Visible,FALSE,Holmevalley Memorial Hospital,RWY,Calderdale and Huddersfield NHS Foundation Trust,,,,",,,"
64355,RWYC6,Hospital,UNKNOWN,Independent Sector,Visible,FALSE,Ilkley Coronation Hospital,RWY,Calderdale and Huddersfield NHS Foundation Trust,,,,",,,"
